,0,1,2
2612,Max Dugan Returns ,['Comedy'],(1983)
2613,Midnight Express ,['Drama'],(1978)
2614,Misery ,"['Drama', 'Horror', 'Thriller']",(1990)
2615,Mr. Saturday Night ,"['Comedy', 'Drama']",(1992)
2616,Murphy's Romance ,"['Comedy', 'Romance']",(1985)
2617,My Life ,['Drama'],(1993)
2618,Solaris (Solyaris) ,"['Drama', 'Mystery', 'Sci-Fi']",(1972)
2619,Network ,"['Comedy', 'Drama']",(1976)
2620,No Way Out ,"['Drama', 'Mystery', 'Thriller']",(1987)
2621,North Dallas Forty ,"['Comedy', 'Drama']",(1979)
2622,"Odd Couple, The ",['Comedy'],(1968)
2623,"Outlaw Josey Wales, The ","['Action', 'Adventure', 'Drama', 'Thriller', 'Western']",(1976)
2624,Frequency ,"['Drama', 'Thriller']",(2000)
2625,Ready to Rumble ,['Comedy'],(2000)
2626,Return to Me ,"['Drama', 'Romance']",(2000)
2627,Rules of Engagement ,"['Drama', 'Thriller']",(2000)
2628,Joe Gould's Secret ,['Drama'],(2000)
2629,Me Myself I ,"['Comedy', 'Romance']",(2000)
2630,"Bell, Book and Candle ","['Comedy', 'Fantasy', 'Romance']",(1958)
2631,Force 10 from Navarone ,"['Action', 'Drama', 'War']",(1978)
2632,Mystery Train ,"['Comedy', 'Drama']",(1989)
2633,Arthur ,"['Comedy', 'Romance']",(1981)
2634,Bachelor Party ,['Comedy'],(1984)
2635,Parenthood ,"['Comedy', 'Drama']",(1989)
2636,Predator ,"['Action', 'Sci-Fi', 'Thriller']",(1987)
2637,"Prince of Tides, The ","['Drama', 'Romance']",(1991)
2638,"Postman Always Rings Twice, The ","['Crime', 'Thriller']",(1981)
2639,All the Vermeers in New York ,"['Comedy', 'Drama', 'Romance']",(1990)
2640,28 Days ,['Drama'],(2000)
2641,American Psycho ,"['Crime', 'Horror', 'Mystery', 'Thriller']",(2000)
2642,Keeping the Faith ,"['Comedy', 'Drama', 'Romance']",(2000)
2643,Where the Money Is ,"['Comedy', 'Drama']",(2000)
2644,East is East ,['Comedy'],(1999)
2645,"Filth and the Fury, The ",['Documentary'],(2000)
2646,Diner ,"['Comedy', 'Drama']",(1982)
2647,Shakes the Clown ,['Comedy'],(1992)
2648,Cabaret ,"['Drama', 'Musical']",(1972)
2649,What Ever Happened to Baby Jane? ,"['Drama', 'Horror', 'Thriller']",(1962)
2650,Auntie Mame ,"['Comedy', 'Drama']",(1958)
2651,Guys and Dolls ,"['Comedy', 'Musical', 'Romance']",(1955)
2652,The Hunger ,['Horror'],(1983)
2653,Marathon Man ,"['Crime', 'Drama', 'Thriller']",(1976)
2654,Caddyshack ,['Comedy'],(1980)
2655,Gossip ,"['Drama', 'Thriller']",(2000)
2656,Love and Basketball ,"['Drama', 'Romance']",(2000)
2657,U-571 ,"['Action', 'Thriller', 'War']",(2000)
2658,"Virgin Suicides, The ","['Drama', 'Romance']",(1999)
2659,Jennifer 8 ,"['Mystery', 'Thriller']",(1992)
2660,Limelight ,"['Comedy', 'Drama', 'Romance']",(1952)
2661,"Crow: Salvation, The ","['Action', 'Horror']",(2000)
2662,"Flintstones in Viva Rock Vegas, The ","['Children', 'Comedy']",(2000)
2663,Where the Heart Is ,"['Comedy', 'Drama']",(2000)
2664,"Big Kahuna, The ","['Comedy', 'Drama']",(2000)
2665,Bossa Nova ,"['Comedy', 'Drama', 'Romance']",(2000)
2666,Smiling Fish and Goat on Fire ,"['Comedy', 'Romance']",(1999)
2667,"Idiots, The (Idioterne) ","['Comedy', 'Drama']",(1998)
2668,Time Code ,"['Comedy', 'Drama']",(2000)
2669,Carnosaur ,"['Horror', 'Sci-Fi']",(1993)
2670,Carnosaur 2 ,"['Horror', 'Sci-Fi']",(1995)
2671,Carnosaur 3: Primal Species ,"['Horror', 'Sci-Fi']",(1996)
2672,"Hidden, The ","['Action', 'Horror', 'Sci-Fi']",(1987)
2673,Two Moon Junction ,"['Drama', 'Romance']",(1988)
2674,Gladiator ,"['Action', 'Adventure', 'Drama']",(2000)
2675,Up at the Villa ,['Drama'],(2000)
2676,Human Traffic ,['Comedy'],(1999)
2677,Breathless ,"['Action', 'Drama', 'Romance', 'Thriller']",(1983)
2678,The Idolmaker ,"['Drama', 'Romance']",(1980)
2679,Inferno ,['Horror'],(1980)
2680,"Lords of Flatbush, The ","['Comedy', 'Drama']",(1974)
2681,Mr. Mom ,"['Comedy', 'Drama']",(1983)
2682,"Time Masters (Maîtres du temps, Les) ","['Animation', 'Sci-Fi']",(1982)
2683,Battlefield Earth ,"['Action', 'Sci-Fi']",(2000)
2684,Center Stage ,"['Drama', 'Musical']",(2000)
2685,Screwed ,['Comedy'],(2000)
2686,Whipped ,['Comedy'],(2000)
2687,Hamlet ,"['Crime', 'Drama', 'Romance', 'Thriller']",(2000)
2688,Anchors Aweigh ,"['Comedy', 'Musical']",(1945)
2689,Gypsy ,['Musical'],(1962)
2690,On the Town ,"['Comedy', 'Musical', 'Romance']",(1949)
2691,Pee-wee's Big Adventure ,"['Adventure', 'Comedy']",(1985)
2692,Regret to Inform ,['Documentary'],(1998)
2693,Honeymoon in Vegas ,"['Comedy', 'Romance']",(1992)
2694,Dinosaur ,"['Adventure', 'Animation', 'Children']",(2000)
2695,Loser ,"['Comedy', 'Romance']",(2000)
2696,Road Trip ,['Comedy'],(2000)
2697,Small Time Crooks ,"['Comedy', 'Crime']",(2000)
2698,"Hollywood Knights, The ",['Comedy'],(1980)
2699,"Twelve Chairs, The ",['Comedy'],(1970)
2700,Mission: Impossible II ,"['Action', 'Adventure', 'Thriller']",(2000)
2701,Shanghai Noon ,"['Action', 'Adventure', 'Comedy', 'Western']",(2000)
2702,Better Living Through Circuitry ,['Documentary'],(1999)
2703,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) ,['Comedy'],(1999)
2704,Carnival of Souls ,"['Horror', 'Thriller']",(1962)
2705,Flying Tigers ,"['Action', 'Drama', 'Romance', 'War']",(1942)
2706,"Gold Rush, The ","['Adventure', 'Comedy', 'Romance']",(1925)
2707,Monsieur Verdoux ,"['Comedy', 'Crime']",(1947)
2708,On Her Majesty's Secret Service ,"['Action', 'Adventure', 'Romance', 'Thriller']",(1969)
2709,Seven Days in May ,['Thriller'],(1964)
2710,"Spy Who Loved Me, The ","['Action', 'Adventure', 'Thriller']",(1977)
2711,Vagabond (Sans toit ni loi) ,['Drama'],(1985)
2712,Moonraker ,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",(1979)
2713,"Man with the Golden Gun, The ","['Action', 'Adventure', 'Thriller']",(1974)
2714,"King in New York, A ","['Comedy', 'Drama']",(1957)
2715,"Woman of Paris, A ",['Drama'],(1923)
2716,"Fighting Seabees, The ","['Action', 'Drama', 'War']",(1944)
2717,Big Momma's House ,['Comedy'],(2000)
2718,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) ","['Horror', 'Sci-Fi']",(1957)
2719,American Gigolo ,['Drama'],(1980)
2720,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) ",['Horror'],(1980)
2721,"Endless Summer, The ",['Documentary'],(1966)
2722,"Guns of Navarone, The ","['Action', 'Adventure', 'Drama', 'War']",(1961)
2723,Blow-Out (La grande bouffe) ,['Drama'],(1973)
2724,Quatermass and the Pit ,"['Horror', 'Sci-Fi']",(1967)
2725,Puppet Master ,"['Horror', 'Sci-Fi', 'Thriller']",(1989)
2726,Puppet Master II ,"['Horror', 'Sci-Fi', 'Thriller']",(1991)
2727,Puppet Master III: Toulon's Revenge ,"['Horror', 'Sci-Fi', 'Thriller']",(1991)
2728,Puppet Master 4 ,"['Horror', 'Sci-Fi', 'Thriller']",(1993)
2729,Puppet Master 5: The Final Chapter ,"['Horror', 'Sci-Fi', 'Thriller']",(1994)
2730,Rent-A-Cop ,"['Action', 'Comedy', 'Crime']",(1988)
2731,Romeo and Juliet ,"['Drama', 'Romance']",(1968)
2732,Stay Tuned ,['Comedy'],(1992)
2733,Blazing Saddles ,"['Comedy', 'Western']",(1974)
2734,Benji ,"['Adventure', 'Children']",(1974)
2735,Benji the Hunted ,"['Adventure', 'Children']",(1987)
2736,For the Love of Benji ,"['Adventure', 'Children', 'Comedy', 'Drama']",(1977)
2737,White Christmas ,"['Comedy', 'Musical', 'Romance']",(1954)
2738,Eraserhead ,"['Drama', 'Horror']",(1977)
2739,Baraka ,['Documentary'],(1992)
2740,"Man with the Golden Arm, The ",['Drama'],(1955)
2741,"Decline of Western Civilization, The ","['Documentary', 'Musical']",(1981)
2742,"Decline of Western Civilization Part II: The Metal Years, The ",['Documentary'],(1988)
2743,For a Few Dollars More (Per qualche dollaro in più) ,"['Action', 'Drama', 'Thriller', 'Western']",(1965)
2744,Magnum Force ,"['Action', 'Crime', 'Drama', 'Thriller']",(1973)
2745,Blood Simple ,"['Crime', 'Drama', 'Film-Noir']",(1984)
2746,"Fabulous Baker Boys, The ","['Drama', 'Romance']",(1989)
2747,Prizzi's Honor ,"['Comedy', 'Drama', 'Romance']",(1985)
2748,Flatliners ,"['Horror', 'Sci-Fi', 'Thriller']",(1990)
2749,Light Years (Gandahar) ,"['Adventure', 'Animation', 'Fantasy', 'Sci-Fi']",(1988)
2750,Porky's ,['Comedy'],(1982)
2751,Porky's II: The Next Day ,['Comedy'],(1983)
2752,Porky's Revenge ,['Comedy'],(1985)
2753,Private School ,['Comedy'],(1983)
2754,Class of Nuke 'Em High ,"['Comedy', 'Horror']",(1986)
2755,"Toxic Avenger, The ","['Comedy', 'Horror']",(1985)
2756,"Toxic Avenger, Part II, The ","['Comedy', 'Horror']",(1989)
2757,"Toxic Avenger Part III: The Last Temptation of Toxie, The ","['Comedy', 'Horror']",(1989)
2758,Night of the Creeps ,"['Comedy', 'Horror', 'Sci-Fi', 'Thriller']",(1986)
2759,Predator 2 ,"['Action', 'Sci-Fi', 'Thriller']",(1990)
2760,"Running Man, The ","['Action', 'Sci-Fi']",(1987)
2761,Starman ,"['Adventure', 'Drama', 'Romance', 'Sci-Fi']",(1984)
2762,"Brother from Another Planet, The ","['Drama', 'Sci-Fi']",(1984)
2763,Alien Nation ,"['Crime', 'Drama', 'Sci-Fi', 'Thriller']",(1988)
2764,Mad Max ,"['Action', 'Adventure', 'Sci-Fi']",(1979)
2765,"Road Warrior, The (Mad Max 2) ","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",(1981)
2766,Mad Max Beyond Thunderdome ,"['Action', 'Adventure', 'Sci-Fi']",(1985)
2767,Bird on a Wire ,"['Action', 'Comedy', 'Romance']",(1990)
2768,Angel Heart ,"['Film-Noir', 'Horror', 'Mystery', 'Thriller']",(1987)
2769,9 1/2 Weeks (Nine 1/2 Weeks) ,"['Drama', 'Romance']",(1986)
2770,Firestarter ,"['Horror', 'Thriller']",(1984)
2771,Sleepwalkers ,['Horror'],(1992)
2772,Action Jackson ,"['Action', 'Comedy', 'Crime', 'Thriller']",(1988)
2773,Sarafina! ,['Drama'],(1992)
2774,Soapdish ,['Comedy'],(1991)
2775,"Long Walk Home, The ",['Drama'],(1990)
2776,Clara's Heart ,['Drama'],(1988)
2777,Burglar ,"['Comedy', 'Crime']",(1987)
2778,Fatal Beauty ,"['Action', 'Comedy', 'Crime', 'Drama']",(1987)
2779,Gone in 60 Seconds ,"['Action', 'Crime']",(2000)
2780,Love's Labour's Lost ,"['Comedy', 'Romance']",(2000)
2781,Sunshine ,['Drama'],(1999)
2782,Hamlet ,['Drama'],(1990)
2783,Coming Home ,"['Drama', 'War']",(1978)
2784,American Pop ,"['Animation', 'Musical']",(1981)
2785,Assault on Precinct 13 ,"['Action', 'Thriller']",(1976)
2786,Near Dark ,"['Horror', 'Western']",(1987)
2787,One False Move ,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",(1992)
2788,Shaft ,"['Action', 'Crime', 'Drama', 'Thriller']",(1971)
2789,"Conversation, The ","['Drama', 'Mystery']",(1974)
2790,Cutter's Way ,"['Drama', 'Thriller']",(1981)
2791,"Fury, The ",['Horror'],(1978)
2792,"Paper Chase, The ",['Drama'],(1973)
2793,Serpico ,"['Crime', 'Drama']",(1973)
2794,"Ace in the Hole (Big Carnival, The) ",['Drama'],(1951)
2795,Lonely Are the Brave ,"['Drama', 'Western']",(1962)
2796,"Sugarland Express, The ",['Drama'],(1974)
2797,Trouble in Paradise ,"['Comedy', 'Romance']",(1932)
2798,Big Trouble in Little China ,"['Action', 'Adventure', 'Comedy', 'Fantasy']",(1986)
2799,Badlands ,"['Crime', 'Drama', 'Thriller']",(1973)
2800,Battleship Potemkin ,"['Drama', 'War']",(1925)
2801,Boys and Girls ,"['Comedy', 'Romance']",(2000)
2802,Shaft ,"['Action', 'Crime', 'Thriller']",(2000)
2803,Titan A.E. ,"['Action', 'Adventure', 'Animation', 'Children', 'Sci-Fi']",(2000)
2804,Butterfly (La lengua de las mariposas) ,['Drama'],(1999)
2805,Jesus' Son ,['Drama'],(1999)
2806,Chicken Run ,"['Animation', 'Children', 'Comedy']",(2000)
2807,"Me, Myself & Irene ","['Adventure', 'Comedy']",(2000)
2808,"Patriot, The ","['Action', 'Drama', 'War']",(2000)
2809,"Adventures of Rocky and Bullwinkle, The ","['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",(2000)
2810,"Perfect Storm, The ","['Drama', 'Thriller']",(2000)
2811,"Golden Bowl, The ",['Drama'],(2000)
2812,Communion ,"['Drama', 'Sci-Fi', 'Thriller']",(1989)
2813,"Kentucky Fried Movie, The ",['Comedy'],(1977)
2814,"Blood In, Blood Out ","['Action', 'Crime', 'Drama', 'Thriller']",(1993)
2815,F/X ,"['Action', 'Crime', 'Thriller']",(1986)
2816,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) ,"['Action', 'Crime', 'Thriller']",(1991)
2817,"Hot Spot, The ","['Crime', 'Drama', 'Romance']",(1990)
2818,Missing in Action ,"['Action', 'War']",(1984)
2819,Missing in Action 2: The Beginning ,"['Action', 'War']",(1985)
2820,Braddock: Missing in Action III ,"['Action', 'War']",(1988)
2821,Thunderbolt and Lightfoot ,['Action'],(1974)
2822,Dreamscape ,"['Horror', 'Sci-Fi', 'Thriller']",(1984)
2823,The Golden Voyage of Sinbad ,"['Action', 'Adventure', 'Fantasy']",(1973)
2824,House Party ,['Comedy'],(1990)
2825,House Party 2 ,"['Comedy', 'Drama', 'Romance']",(1991)
2826,Croupier ,"['Crime', 'Drama']",(1998)
2827,"Kid, The ","['Comedy', 'Fantasy']",(2000)
2828,Scary Movie ,"['Comedy', 'Horror']",(2000)
2829,But I'm a Cheerleader ,['Comedy'],(1999)
2830,Shower (Xizao) ,['Comedy'],(1999)
2831,Blow-Up (Blowup) ,"['Drama', 'Mystery']",(1966)
2832,"Pawnbroker, The ",['Drama'],(1964)
2833,Groove ,['Drama'],(2000)
2834,Footloose ,['Drama'],(1984)
2835,Duel in the Sun ,"['Drama', 'Romance', 'Western']",(1946)
2836,X-Men ,"['Action', 'Adventure', 'Sci-Fi']",(2000)
2837,Chuck & Buck ,"['Comedy', 'Drama']",(2000)
2838,"Five Senses, The ",['Drama'],(1999)
2839,"In Crowd, The ",['Thriller'],(2000)
2840,What Lies Beneath ,"['Drama', 'Horror', 'Mystery']",(2000)
2841,Pokémon the Movie 2000 ,"['Animation', 'Children']",(2000)
2842,Anatomy of a Murder ,"['Drama', 'Mystery']",(1959)
2843,Freejack ,"['Action', 'Sci-Fi']",(1992)
2844,Mackenna's Gold ,['Western'],(1969)
2845,Sinbad and the Eye of the Tiger ,"['Adventure', 'Fantasy']",(1977)
2846,"Two Women (Ciociara, La) ","['Drama', 'War']",(1960)
2847,What About Bob? ,['Comedy'],(1991)
2848,White Sands ,"['Drama', 'Thriller']",(1992)
2849,Breaker Morant ,"['Drama', 'War']",(1980)
2850,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,['Comedy'],(1972)
2851,Interiors ,['Drama'],(1978)
2852,Love and Death ,['Comedy'],(1975)
2853,"Official Story, The (La historia oficial) ",['Drama'],(1985)
2854,Tampopo ,['Comedy'],(1985)
2855,Nutty Professor II: The Klumps ,['Comedy'],(2000)
2856,"Girl on the Bridge, The (Fille sur le pont, La) ","['Drama', 'Romance']",(1999)
2857,Wonderland ,['Drama'],(1999)
2858,Autumn in New York ,"['Drama', 'Romance']",(2000)
2859,Coyote Ugly ,"['Comedy', 'Drama', 'Romance']",(2000)
2860,Hollow Man ,"['Horror', 'Sci-Fi', 'Thriller']",(2000)
2861,Space Cowboys ,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",(2000)
2862,Psycho Beach Party ,"['Comedy', 'Horror', 'Thriller']",(2000)
2863,Saving Grace ,['Comedy'],(2000)
2864,"Black Sabbath (Tre volti della paura, I) ",['Horror'],(1963)
2865,"Brain That Wouldn't Die, The ","['Horror', 'Sci-Fi']",(1962)
2866,Bronco Billy ,"['Adventure', 'Drama', 'Romance']",(1980)
2867,"Crush, The ",['Thriller'],(1993)
2868,Kelly's Heroes ,"['Action', 'Comedy', 'War']",(1970)
2869,Phantasm II ,"['Action', 'Fantasy', 'Horror', 'Sci-Fi', 'Thriller']",(1988)
2870,Phantasm III: Lord of the Dead ,['Horror'],(1994)
2871,Phantasm IV: Oblivion ,['Horror'],(1998)
2872,Pumpkinhead ,['Horror'],(1988)
2873,Air America ,"['Action', 'Comedy']",(1990)
2874,Sleepaway Camp ,['Horror'],(1983)
2875,Steel Magnolias ,['Drama'],(1989)
2876,And God Created Woman (Et Dieu... créa la femme) ,['Drama'],(1956)
2877,Easy Money ,['Comedy'],(1983)
2878,"Ilsa, She Wolf of the SS ",['Horror'],(1974)
2879,The Spiral Staircase ,"['Horror', 'Mystery', 'Thriller']",(1945)
2880,I'm the One That I Want ,['Comedy'],(2000)
2881,"Tao of Steve, The ",['Comedy'],(2000)
2882,"Affair of Love, An (Liaison pornographique, Une) ","['Drama', 'Romance']",(1999)
2883,Bless the Child ,['Thriller'],(2000)
2884,Cecil B. DeMented ,['Comedy'],(2000)
2885,"Eyes of Tammy Faye, The ",['Documentary'],(2000)
2886,"Replacements, The ",['Comedy'],(2000)
2887,About Adam ,['Comedy'],(2000)
2888,"Cell, The ","['Drama', 'Horror', 'Thriller']",(2000)
2889,Godzilla 2000 (Gojira ni-sen mireniamu) ,"['Action', 'Adventure', 'Sci-Fi']",(1999)
2890,"Original Kings of Comedy, The ","['Comedy', 'Documentary']",(2000)
2891,"Naked Gun: From the Files of Police Squad!, The ","['Action', 'Comedy', 'Crime', 'Romance']",(1988)
2892,"Naked Gun 2 1/2: The Smell of Fear, The ",['Comedy'],(1991)
2893,Our Town ,['Drama'],(1940)
2894,Shane ,"['Drama', 'Western']",(1953)
2895,"Suddenly, Last Summer ",['Drama'],(1959)
2896,Cat Ballou ,"['Comedy', 'Western']",(1965)
2897,Supergirl ,"['Action', 'Adventure', 'Fantasy']",(1984)
2898,"Art of War, The ","['Action', 'Thriller']",(2000)
2899,Bring It On ,['Comedy'],(2000)
2900,"Crew, The ",['Comedy'],(2000)
2901,Skipped Parts ,"['Drama', 'Romance']",(2000)
2902,Highlander: Endgame (Highlander IV) ,"['Action', 'Adventure', 'Fantasy']",(2000)
2903,Nurse Betty ,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",(2000)
2904,Solas ,['Drama'],(1999)
2905,"Watcher, The ","['Crime', 'Thriller']",(2000)
2906,"Way of the Gun, The ","['Crime', 'Thriller']",(2000)
2907,Almost Famous ,['Drama'],(2000)
2908,Bait ,"['Action', 'Comedy']",(2000)
2909,Circus ,"['Crime', 'Drama', 'Thriller']",(2000)
2910,Crime and Punishment in Suburbia ,"['Comedy', 'Drama']",(2000)
2911,Duets ,"['Comedy', 'Drama']",(2000)
2912,Under Suspicion ,"['Crime', 'Thriller']",(2000)
2913,Urban Legends: Final Cut ,['Horror'],(2000)
2914,Woman on Top ,"['Comedy', 'Romance']",(2000)
2915,Dancer in the Dark ,"['Drama', 'Musical']",(2000)
2916,Best in Show ,['Comedy'],(2000)
2917,Beautiful ,"['Comedy', 'Drama']",(2000)
2918,"Broken Hearts Club, The ",['Drama'],(2000)
2919,Girlfight ,['Drama'],(2000)
2920,Remember the Titans ,['Drama'],(2000)
2921,Hellraiser ,['Horror'],(1987)
2922,Hellbound: Hellraiser II ,['Horror'],(1988)
2923,Hellraiser III: Hell on Earth ,['Horror'],(1992)
2924,"Faraway, So Close (In weiter Ferne, so nah!) ","['Drama', 'Fantasy', 'Mystery', 'Romance']",(1993)
2925,Bikini Beach ,['Comedy'],(1964)
2926,Stranger Than Paradise ,"['Comedy', 'Drama']",(1984)
2927,Voyage to the Bottom of the Sea ,"['Adventure', 'Sci-Fi']",(1961)
2928,Fantastic Voyage ,"['Adventure', 'Sci-Fi']",(1966)
2929,Abbott and Costello Meet Frankenstein ,"['Comedy', 'Horror']",(1948)
2930,"Bank Dick, The ",['Comedy'],(1940)
2931,"Creature from the Black Lagoon, The ","['Adventure', 'Horror', 'Sci-Fi']",(1954)
2932,"Invisible Man, The ","['Horror', 'Sci-Fi']",(1933)
2933,"Killer Shrews, The ","['Horror', 'Sci-Fi']",(1959)
2934,Runaway ,"['Sci-Fi', 'Thriller']",(1984)
2935,"Slumber Party Massacre, The ",['Horror'],(1982)
2936,Slumber Party Massacre II ,['Horror'],(1987)
2937,Slumber Party Massacre III ,['Horror'],(1990)
2938,Sorority House Massacre ,['Horror'],(1986)
2939,Sorority House Massacre II ,['Horror'],(1990)
2940,Bamboozled ,['Comedy'],(2000)
2941,Digimon: The Movie ,"['Adventure', 'Animation', 'Children']",(2000)
2942,Get Carter ,"['Action', 'Drama', 'Thriller']",(2000)
2943,Get Carter ,"['Action', 'Crime', 'Drama', 'Thriller']",(1971)
2944,Meet the Parents ,['Comedy'],(2000)
2945,Requiem for a Dream ,['Drama'],(2000)
2946,Tigerland ,['Drama'],(2000)
2947,Two Family House ,['Drama'],(2000)
2948,"Contender, The ","['Drama', 'Thriller']",(2000)
2949,Dr. T and the Women ,"['Comedy', 'Romance']",(2000)
2950,"Ladies Man, The ",['Comedy'],(2000)
2951,Billy Jack ,"['Action', 'Drama']",(1971)
2952,Billy Jack Goes to Washington ,['Drama'],(1977)
2953,"Time Machine, The ","['Action', 'Adventure', 'Sci-Fi']",(1960)
2954,Ghoulies II ,"['Comedy', 'Horror']",(1987)
2955,"Unsinkable Molly Brown, The ",['Musical'],(1964)
2956,"Adventures of Ichabod and Mr. Toad, The ","['Animation', 'Children']",(1949)
2957,"Strange Love of Martha Ivers, The ","['Drama', 'Film-Noir']",(1946)
2958,Detour ,"['Crime', 'Film-Noir']",(1945)
2959,Billy Elliot ,['Drama'],(2000)
2960,Bedazzled ,['Comedy'],(2000)
2961,Pay It Forward ,['Drama'],(2000)
2962,"Private Eyes, The ","['Comedy', 'Mystery']",(1981)
2963,"Legend of Drunken Master, The (Jui kuen II) ","['Action', 'Comedy']",(1994)
2964,Book of Shadows: Blair Witch 2 ,"['Crime', 'Horror', 'Mystery', 'Thriller']",(2000)
2965,"Little Vampire, The ","['Adventure', 'Children']",(2000)
2966,Charlie's Angels ,"['Action', 'Comedy']",(2000)
2967,"Legend of Bagger Vance, The ","['Drama', 'Romance']",(2000)
2968,Little Nicky ,['Comedy'],(2000)
2969,Men of Honor ,['Drama'],(2000)
2970,Red Planet ,"['Action', 'Sci-Fi', 'Thriller']",(2000)
2971,You Can Count on Me ,"['Drama', 'Romance']",(2000)
2972,Diamonds Are Forever ,"['Action', 'Adventure', 'Thriller']",(1971)
2973,"Eagle Has Landed, The ","['Drama', 'War']",(1976)
2974,"6th Day, The ","['Action', 'Sci-Fi', 'Thriller']",(2000)
2975,Bounce ,"['Drama', 'Romance']",(2000)
2976,How the Grinch Stole Christmas (a.k.a. The Grinch) ,"['Children', 'Comedy', 'Fantasy']",(2000)
2977,One Day in September ,['Documentary'],(1999)
2978,Rugrats in Paris: The Movie ,"['Animation', 'Children', 'Comedy']",(2000)
2979,102 Dalmatians ,"['Children', 'Comedy']",(2000)
2980,Malèna ,"['Drama', 'Romance', 'War']",(2000)
2981,Quills ,"['Drama', 'Romance']",(2000)
2982,Unbreakable ,"['Drama', 'Sci-Fi']",(2000)
2983,"Crouching Tiger, Hidden Dragon (Wo hu cang long) ","['Action', 'Drama', 'Romance']",(2000)
2984,Dungeons & Dragons ,"['Action', 'Adventure', 'Comedy', 'Fantasy']",(2000)
2985,Proof of Life ,['Drama'],(2000)
2986,Vertical Limit ,"['Action', 'Adventure']",(2000)
2987,"Bounty, The ","['Adventure', 'Drama']",(1984)
2988,"Planes, Trains & Automobiles ",['Comedy'],(1987)
2989,She's Having a Baby ,['Comedy'],(1988)
2990,"Living Daylights, The ","['Action', 'Adventure', 'Thriller']",(1987)
2991,Transformers: The Movie ,"['Adventure', 'Animation', 'Children', 'Sci-Fi']",(1986)
2992,Wall Street ,['Drama'],(1987)
2993,Born on the Fourth of July ,"['Drama', 'War']",(1989)
2994,Talk Radio ,['Drama'],(1988)
2995,Brewster's Millions ,['Comedy'],(1985)
2996,Snatch ,"['Comedy', 'Crime', 'Thriller']",(2000)
2997,Punchline ,"['Comedy', 'Drama']",(1988)
2998,Chocolat ,"['Drama', 'Romance']",(2000)
2999,"Dude, Where's My Car? ","['Comedy', 'Sci-Fi']",(2000)
3000,"Emperor's New Groove, The ","['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",(2000)
3001,Pollock ,['Drama'],(2000)
3002,What Women Want ,"['Comedy', 'Romance']",(2000)
3003,Finding Forrester ,['Drama'],(2000)
3004,"Gift, The ",['Thriller'],(2000)
3005,Before Night Falls ,['Drama'],(2000)
3006,Cast Away ,['Drama'],(2000)
3007,"Family Man, The ","['Comedy', 'Drama', 'Romance']",(2000)
3008,"House of Mirth, The ",['Romance'],(2000)
3009,Miss Congeniality ,"['Comedy', 'Crime']",(2000)
3010,"O Brother, Where Art Thou? ","['Adventure', 'Comedy', 'Crime']",(2000)
3011,State and Main ,"['Comedy', 'Drama']",(2000)
3012,Dracula 2000 ,['Horror'],(2000)
3013,All the Pretty Horses ,"['Drama', 'Romance', 'Western']",(2000)
3014,"Everlasting Piece, An ",['Comedy'],(2000)
3015,Thirteen Days ,"['Drama', 'Thriller', 'War']",(2000)
3016,Traffic ,"['Crime', 'Drama', 'Thriller']",(2000)
3017,"Claim, The ","['Romance', 'Western']",(2000)
3018,Shadow of the Vampire ,"['Drama', 'Horror']",(2000)
3019,House of Games ,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",(1987)
3020,Annie ,"['Children', 'Musical']",(1982)
3021,Don't Tell Mom the Babysitter's Dead ,['Comedy'],(1991)
3022,"Officer and a Gentleman, An ","['Drama', 'Romance']",(1982)
3023,"Alamo, The ","['Action', 'Drama', 'War', 'Western']",(1960)
3024,At Close Range ,"['Crime', 'Drama']",(1986)
3025,Friendly Persuasion ,['Drama'],(1956)
3026,Gettysburg ,"['Drama', 'War']",(1993)
3027,Horrors of Spider Island (Ein Toter Hing im Netz) ,"['Horror', 'Sci-Fi']",(1960)
3028,Antitrust ,"['Crime', 'Drama', 'Thriller']",(2001)
3029,Double Take ,"['Action', 'Comedy']",(2001)
3030,Save the Last Dance ,"['Drama', 'Romance']",(2001)
3031,Panic ,['Drama'],(2000)
3032,"Pledge, The ","['Crime', 'Drama', 'Mystery', 'Thriller']",(2001)
3033,The Man in the Moon ,"['Drama', 'Romance']",(1991)
3034,Mystic Pizza ,"['Comedy', 'Drama', 'Romance']",(1988)
3035,Prelude to a Kiss ,"['Comedy', 'Drama', 'Romance']",(1992)
3036,Coffy ,"['Action', 'Crime', 'Thriller']",(1973)
3037,Foxy Brown ,"['Action', 'Crime', 'Drama']",(1974)
